acc,loss,val_acc,val_loss
0.9111425909750877,0.22297818010719084,0.95038054759316,0.13806616786520884
0.9390052918252051,0.16916936910934957,0.9562617376692696,0.13020395654848063
0.944784130271559,0.15430170967564746,0.9601166353662153,0.12108121548992049
0.9490343724825302,0.1427286560330406,0.9615498665494505,0.1097212310070705
0.9525886700833235,0.13544552907709903,0.9534446970445785,0.133703777728017
0.9556707169235507,0.1277382007345157,0.9669368389838885,0.1020668240850818
0.957000471997296,0.12478174630158918,0.9593753088860334,0.11281044688490029
0.9577834112954182,0.12217349381533361,0.972818029059998,0.08742923794773252
0.9592374412075915,0.11715766761758072,0.9724226549372343,0.08579085315719912
0.9597345461494701,0.11580305565598593,0.9644657507048325,0.09853947196946357
0.9600079530076485,0.11387518584019721,0.9731145596520707,0.08911670765334041
0.9613501347527895,0.11236088792993106,0.9668379954531976,0.09886704207172185
0.9612631419048514,0.11115975585626484,0.9681229613403964,0.09088867514761433
0.9613128524541505,0.11026087571396369,0.9742018384896709,0.08066692914906917
0.9619590875520697,0.11036934118813373,0.9702480972620342,0.09315449963876564
0.9620336535686117,0.10830382600981213,0.9733122467134526,0.079855973913594
0.9631397107793984,0.10659504496366681,0.9743006820203618,0.08515364085167154
0.9632267041962274,0.1076566794545471,0.9645151724819611,0.09712741740973639
0.9636492434430466,0.10625649841051242,0.9702480972620342,0.09395544624161
0.9629781523104752,0.10773195313484485,0.9674310566373431,0.09077126970975852
0.9639847888671095,0.10558646895015518,0.9731639814174162,0.08526441546537558
0.9636989537582709,0.105891610267875,0.9682218048828705,0.09703569745799027
0.9642706228277962,0.105423237041383,0.9737076208362163,0.08417402407592808
0.9648795762937453,0.10317926283029842,0.9680241178214886,0.08898495987103346
0.9650659909943584,0.1031200803690369,0.9757833349807256,0.0757784484915551
0.9646807352432193,0.1040943533450108,0.9694079272511614,0.08916026718282642
0.9645191760824419,0.10274915964875132,0.9638726895324701,0.0965028500271501
0.9642457686331503,0.1041682021169199,0.9572007512108333,0.11219536258649529
0.9653269704641019,0.10171318999345914,0.9762775526341801,0.07493669121381931
0.9657619367778736,0.10247493513178302,0.9736087773055253,0.08376155598132365
0.9651902664490847,0.10124524065633164,0.9760304438074529,0.07457487116547262
0.9653766806563627,0.10106104385164515,0.9754868043886528,0.07964512198946923
0.9649914253733733,0.10088650646411142,0.9693585054858159,0.08635655447661736
0.9654015360480498,0.10013332015569956,0.9753879608579619,0.07938734087978894
0.9655258119101848,0.10006131728173064,0.9700504102006524,0.09338663294315787
0.9666940076883375,0.09793394017362794,0.9780567361866166,0.07214362252261712
0.9661347658457652,0.09874541155821345,0.9765246614609073,0.07760004053370831
0.9659732060805413,0.09856972843503492,0.9770188791143619,0.07277521414101769
0.9665945871690004,0.09804274876870814,0.9776613620638529,0.0714510610769726
0.9659607787054396,0.09722213562449675,0.9759810220421073,0.0730489539343367
0.9667064356323299,0.09732148371400709,0.9759316002767618,0.07674218939454891
0.9668307110129819,0.09763853463122261,0.9771671444103983,0.07157684429457085
0.9670295532605491,0.09679654709174605,0.97573391321538,0.07662875687353128
0.9664703111350129,0.09601088996498695,0.9743006820203618,0.08070656859583905
0.9671165466270075,0.09456756782337424,0.9718790155184344,0.08777057618349039
0.9665200210294951,0.09623428858715975,0.9665908866264703,0.10422502212552082
0.967899486431798,0.0944791861630947,0.9748443214391618,0.0767917493289213
0.966631869789122,0.0961878343330411,0.9747454779084709,0.07863932443983183
0.9666567247482148,0.09547957620366507,0.9687654443016704,0.08516003157539549
0.9664578832650947,0.0955222181078408,0.9761787091034891,0.07469448962644608
0.9669798431675478,0.09404494858270976,0.9755856479193437,0.07633856407223916
0.9676757887658771,0.09342530226457198,0.9770188791143619,0.07246066797915005
0.9677006444671948,0.09308270585623198,0.9783532667786894,0.07193643223325646
0.967215967701902,0.09435044154387998,0.9782544232479984,0.07012437947715446
0.9679119135861582,0.09350097160687085,0.9688642878323613,0.08847766756029
0.9679119133743057,0.0928088357046908,0.9789463279628349,0.06900106428204505
0.9676757894947684,0.09317860562404835,0.9789957497281803,0.06850082549112141
0.9674645197106175,0.09406228479174057,0.978748640901453,0.06721957200041577
0.9680859001812968,0.09240666225808022,0.9681229613521795,0.09794006459159967
0.9682723143263524,0.09153491774664617,0.9774142532371256,0.07200263383230965
